name,region,year,POP,GDP,HEX,LAN,MOR
Sweden,Europe & Central Asia,2007,9148092,488e9,8.91722313,410340,3.3
Switzerland,Europe & Central Asia,2007,7551117,477e9,10.20985654,39516,4.8
Syrian Arab Republic,Middle East & North Africa,2007,19425597,40405006007,3.72233305,183640,17.3
Tajikistan,Europe & Central Asia,2007,7099021,3719515379,5.34661226,139960,58.6
Tanzania,Sub-Saharan Africa,2007,41522004,21501741757,4.71826274,885800,79.5
Thailand,East Asia & Pacific,2007,66353572,263e9,5.45259025,510890,16.3
Timor-Leste,East Asia & Pacific,2007,1013194,559e6,0.36832022,14870,74.1
Togo,Sub-Saharan Africa,2007,5890414,2523462557,5.54708083,54390,99.2
Tonga,East Asia & Pacific,2007,102169,299657872,5.81765428,720,16.8
Trinidad and Tobago,Latin America & Caribbean,2007,1309260,21642304046,4.82306179,5130,25.6
Tunisia,Middle East & North Africa,2007,10225100,38908069299,5.64191897,155360,20.5
Turkey,Europe & Central Asia,2007,69515492,647e9,6.03715628,769630,23.9
Turkmenistan,Europe & Central Asia,2007,4858235,12664165103,2.15851852,469930,66
Turks and Caicos Islands,Latin America & Caribbean,2007,28638,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2007,9764,27030374.03,16.99930755,30,34.6
Uganda,Sub-Saharan Africa,2007,29991958,12292813603,9.76286949,199810,92.5
Ukraine,Europe & Central Asia,2007,46509350,143e9,6.35521436,579330,13.4
United Arab Emirates,Middle East & North Africa,2007,6010100,258e9,2.56564188,83600,9.4
United Kingdom,Europe & Central Asia,2007,61322463,297e10,8.41613855,241930,5.8
United States,North America,2007,301231207,145e11,15.56604376,9161920,7.8
Uruguay,Latin America & Caribbean,2007,3339750,23410572633,8.22815252,175020,13.3
Uzbekistan,Europe & Central Asia,2007,26868e3,22311393928,5.81239577,425400,50.8
Vanuatu,East Asia & Pacific,2007,219956,526428309.9,3.67007251,12190,28.2
"Venezuela, RB",Latin America & Caribbean,2007,27670659,23e10,5.25316087,882050,17.4
Vietnam,East Asia & Pacific,2007,84218500,77414425532,6.0923572,310070,26.9
Virgin Islands (U.S.),Latin America & Caribbean,2007,107423,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2007,3494496,55058e5,NA,6020,25.2
"Yemen, Rep.",Middle East & North Africa,2007,21701105,25633674564,4.91766097,527970,64.7
Zambia,Sub-Saharan Africa,2007,12738676,14056957976,4.36579232,743390,98
Zimbabwe,Sub-Saharan Africa,2007,13297798,5291950100,4.47385581,386850,98
Afghanistan,South Asia,2008,26528741,10190529882,8.32809334,652860,110.4
Albania,Europe & Central Asia,2008,2947314,12881352688,5.86941616,27400,17.9
Algeria,Middle East & North Africa,2008,34811059,171e9,4.20191141,2381740,29.4
American Samoa,East Asia & Pacific,2008,57031,NA,NA,200,NA
Andorra,Europe & Central Asia,2008,85616,4001349340,6.5674086,470,3.5
Angola,Sub-Saharan Africa,2008,19842251,84178032716,3.84493395,1246700,192
Antigua and Barbuda,Latin America & Caribbean,2008,85350,1347349852,4.69201433,440,10.9
Argentina,Latin America & Caribbean,2008,40381860,404e9,6.66371839,2736690,15.4
Armenia,Europe & Central Asia,2008,2975029,11662040714,3.79932298,28470,20
Aruba,Latin America & Caribbean,2008,101342,2791960894,NA,180,NA
Australia,East Asia & Pacific,2008,21249200,105e10,8.78349607,7682300,5.2
Austria,Europe & Central Asia,2008,8321496,428e9,10.60392998,82578,4.6
Azerbaijan,Europe & Central Asia,2008,8763400,48852482960,4.37406647,82627,43.3
"Bahamas, The",Latin America & Caribbean,2008,348587,824665e4,7.3029743,10010,14.5
Bahrain,Middle East & North Africa,2008,1115777,25710877660,3.16848651,760,9.4
Bangladesh,South Asia,2008,148252473,91631278239,2.84653391,130170,55.9
Barbados,Latin America & Caribbean,2008,277315,4595e6,6.01496305,430,15.4
Belarus,Europe & Central Asia,2008,9528e3,60752177439,5.94918995,202900,7.2
Belgium,Europe & Central Asia,2008,10709973,519e9,9.59842645,30280,4.7
Belize,Latin America & Caribbean,2008,306165,1368625150,5.09281839,22810,20.1
Benin,Sub-Saharan Africa,2008,8973525,7132787397,4.19564004,112760,116.3
Bermuda,North America,2008,65273,6109928e3,NA,50,NA
Bhutan,South Asia,2008,694990,1258332337,6.57982434,38117,48.1
Bolivia,Latin America & Caribbean,2008,9599916,16674324634,5.00221817,1083300,52
Bosnia and Herzegovina,Europe & Central Asia,2008,3839749,19101454464,8.58190329,51200,8.1
Botswana,Sub-Saharan Africa,2008,1967866,10945070442,5.55037104,566730,61.7
Brazil,Latin America & Caribbean,2008,194769696,17e11,8.23798966,8358140,18.1
British Virgin Islands,Latin America & Caribbean,2008,25604,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2008,380786,14393099069,2.22944566,5270,9
Bulgaria,Europe & Central Asia,2008,7492561,54666642734,6.61156197,108610,13.7
Burkina Faso,Sub-Saharan Africa,2008,14709011,8369637065,6.76855996,273600,130.4
Burundi,Sub-Saharan Africa,2008,8821795,1611634332,7.85946357,25680,108.6
Cabo Verde,Sub-Saharan Africa,2008,483824,1789333749,3.96261016,4030,28.2
Cambodia,East Asia & Pacific,2008,13933660,10351914093,5.55434947,176520,51.5
Cameroon,Sub-Saharan Africa,2008,19570418,23322254114,5.17618655,472710,112.8
Canada,North America,2008,33245773,155e10,10.0314672,9093510,5.8
Cayman Islands,Latin America & Caribbean,2008,52925,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2008,4280405,1985370058,4.30491314,622980,158.2
Chad,Sub-Saharan Africa,2008,11139740,10351933632,2.9164692,1259200,168
Channel Islands,Europe & Central Asia,2008,157587,NA,NA,194,NA
Chile,Latin America & Caribbean,2008,16645940,18e10,6.8683536,743532,8.9
China,East Asia & Pacific,2008,1324655e3,456e10,4.58905193,9388210.8,18.5
Colombia,Latin America & Caribbean,2008,44901660,244e9,6.61993597,1109500,19.7
Comoros,Sub-Saharan Africa,2008,665414,517477678.6,5.13058242,1861,91.2
"Congo, Dem. Rep.",Sub-Saharan Africa,2008,61809278,19206060270,4.45778277,2267050,124.5
"Congo, Rep.",Sub-Saharan Africa,2008,3832771,11859014004,2.08514176,341500,72.6
Costa Rica,Latin America & Caribbean,2008,4429506,29837895769,9.00515369,51060,10.3
Cote d'Ivoire,Sub-Saharan Africa,2008,19261647,24224903100,6.20550231,318e3,116.5
Croatia,Europe & Central Asia,2008,4434508,70481451814,7.7045206,55960,5.9
Cuba,Latin America & Caribbean,2008,11290239,608063e5,10.79330726,106440,6.3
Cyprus,Europe & Central Asia,2008,1077010,27493064742,6.89217292,9240,4.1
Czech Republic,Europe & Central Asia,2008,10384603,235e9,6.81889577,77250,4.5
Denmark,Europe & Central Asia,2008,5493621,353e9,10.18303034,42430,4.3
Djibouti,Middle East & North Africa,2008,809639,999105339.3,8.04957964,23180,81
Dominica,Latin America & Caribbean,2008,70881,458148148.1,4.54347143,750,17.1
Dominican Republic,Latin America & Caribbean,2008,9636491,48152993004,4.19632994,48320,34.9
Ecuador,Latin America & Caribbean,2008,14447600,61762635e3,5.66029931,248360,26.8
"Egypt, Arab Rep.",Middle East & North Africa,2008,78976122,163e9,4.81986313,995450,31.4
El Salvador,Latin America & Caribbean,2008,6004199,21431e6,6.21326237,20720,21.6
Equatorial Guinea,Sub-Saharan Africa,2008,686223,16021701872,2.311263,28050,118.4
Eritrea,Sub-Saharan Africa,2008,4500638,1380188800,3.68846683,101e3,60.4
Estonia,Europe & Central Asia,2008,1337090,24194038377,6.05608547,42390,5.5
Ethiopia,Sub-Saharan Africa,2008,83079608,27066912635,4.28069284,1e6,86.9
Faroe Islands,Europe & Central Asia,2008,48629,2413237402,NA,1396,NA
Fiji,East Asia & Pacific,2008,843206,3523185920,3.67865292,18270,24
Finland,Europe & Central Asia,2008,5313399,284e9,8.35417138,303900,3.3
France,Europe & Central Asia,2008,64374990,292e10,10.5698701,547557,4.3
French Polynesia,East Asia & Pacific,2008,262877,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2008,1473741,15508574820,2.535878,257670,68.9
"Gambia, The",Sub-Saharan Africa,2008,1586749,965769128.2,5.9455552,10120,87.4
Georgia,Europe & Central Asia,2008,403e4,12795044473,8.99319466,69490,19.3
Germany,Europe & Central Asia,2008,82110097,375e10,10.39246762,348630,4.4
Ghana,Sub-Saharan Africa,2008,23115919,28526891010,4.85068811,227540,79.9
Gibraltar,Europe & Central Asia,2008,30089,NA,NA,10,NA
Greece,Europe & Central Asia,2008,11077841,354e9,9.75879775,128900,4.8
Greenland,Europe & Central Asia,2008,56328,2301745558,NA,410450,NA
Grenada,Latin America & Caribbean,2008,103934,825925925.9,5.76329049,340,13.5
Guam,East Asia & Pacific,2008,158310,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2008,14106687,39136436553,6.64882824,107160,36.9
Guinea,Sub-Saharan Africa,2008,10427356,4515824647,3.2070461,245720,121
Guinea-Bissau,Sub-Saharan Africa,2008,1561293,864107768.3,6.04978909,28120,127.6
Guyana,Latin America & Caribbean,2008,748096,1922598121,7.46423673,196850,41.9
Haiti,Latin America & Caribbean,2008,9705130,6548530572,5.92248802,27560,83.3
Honduras,Latin America & Caribbean,2008,7259470,13789715133,8.40137585,111890,26.5
"Hong Kong SAR, China",East Asia & Pacific,2008,6957800,219e9,NA,1050,NA
Hungary,Europe & Central Asia,2008,10038188,157e9,7.32650666,89610,7.2
Iceland,Europe & Central Asia,2008,317414,17530651670,8.80337292,100250,2.7
India,South Asia,2008,1197070109,122e10,4.33949245,2973190,65.6
Indonesia,East Asia & Pacific,2008,235360765,51e10,2.80594493,1811570,36.2
"Iran, Islamic Rep.",Middle East & North Africa,2008,72530693,397e9,6.28314503,1628550,21.4
Iraq,Middle East & North Africa,2008,29163327,132e9,3.9279652,437370,38.3
Ireland,Europe & Central Asia,2008,4489544,275e9,8.64102477,68890,4.5
Isle of Man,Europe & Central Asia,2008,82737,5827830311,NA,570,NA
Israel,Middle East & North Africa,2008,7308800,217e9,7.32999547,21640,4.9
Italy,Europe & Central Asia,2008,58826731,239e10,8.88584923,294140,4.1
Jamaica,Latin America & Caribbean,2008,2671934,13678551838,5.40429222,10830,18.9
Japan,East Asia & Pacific,2008,128063e3,485e10,8.59902664,364500,3.4
Jordan,Middle East & North Africa,2008,6010035,21971835283,8.77647005,88240,22.1
Kazakhstan,Europe & Central Asia,2008,15674e3,133e9,3.64857277,2699700,25.9
Kenya,Sub-Saharan Africa,2008,38244442,35895153328,3.89959146,569140,70.1
Kiribati,East Asia & Pacific,2008,98437,135044455.6,12.22926894,810,64.5
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2008,24243829,NA,NA,120410,32.4
"Korea, Rep.",East Asia & Pacific,2008,48948698,1e12,6.15807158,97030,4.5
Kosovo,Europe & Central Asia,2008,1747383,5687488209,NA,10887,NA
Kuwait,Middle East & North Africa,2008,2705290,147e9,1.93147895,17820,11.3
Kyrgyz Republic,Europe & Central Asia,2008,5318700,5139957785,6.07102722,191800,34.4
Lao PDR,East Asia & Pacific,2008,6045439,5443915121,2.76996612,230800,86.2
Latvia,Europe & Central Asia,2008,2177322,35542093261,6.63050503,62196,10.5
Lebanon,Middle East & North Africa,2008,4109389,28829850746,8.07052509,10230,11.3
Lesotho,Sub-Saharan Africa,2008,1972194,1630672203,8.85089519,30360,116.5
Liberia,Sub-Saharan Africa,2008,3672782,850040500,11.82501159,96320,100.9
Libya,Middle East & North Africa,2008,6123022,87140405361,2.04113186,1759540,18.8
Liechtenstein,Europe & Central Asia,2008,35721,5081479840,NA,160,NA
Lithuania,Europe & Central Asia,2008,3198231,47850551149,6.60837899,62675,8.1
Luxembourg,Europe & Central Asia,2008,488650,55144865973,7.33859064,2590,2.8
"Macao SAR, China",East Asia & Pacific,2008,507274,20917457388,NA,29.2,NA
"Macedonia, FYR",Europe & Central Asia,2008,2055266,9909548411,6.85128427,25230,11.8
Madagascar,Sub-Saharan Africa,2008,19926798,9413002921,4.49573889,581540,66.7
Malawi,Sub-Saharan Africa,2008,13904671,5321012192,10.69761085,94280,100
Malaysia,East Asia & Pacific,2008,27197419,231e9,3.4712822,328550,8
Maldives,South Asia,2008,362e3,2117773602,9.30458288,300,16
Mali,Sub-Saharan Africa,2008,14223403,9750822511,6.7369722,1220190,148.3
Malta,Middle East & North Africa,2008,409379,8554293727,8.15397796,320,6.8
Marshall Islands,East Asia & Pacific,2008,52221,152793449.1,19.43177259,180,39.5
Mauritania,Sub-Saharan Africa,2008,3414552,4031047704,3.22665716,1030700,103
Mauritius,Sub-Saharan Africa,2008,1244121,9641089805,4.60310258,2030,15.8
Mexico,Latin America & Caribbean,2008,114972821,11e11,6.06132066,1943950,17.9
"Micronesia, Fed. Sts.",East Asia & Pacific,2008,104472,261339600,12.94214559,700,43.1
Moldova,Europe & Central Asia,2008,3570108,6054806101,11.41339603,32890,17.7
Monaco,Europe & Central Asia,2008,35731,6919241412,3.63699333,2,4.2
Mongolia,East Asia & Pacific,2008,2629666,5623216610,5.57702988,1553560,34.8
Montenegro,Europe & Central Asia,2008,616969,4519731947,6.13379906,13450,8.1
Morocco,Middle East & North Africa,2008,31350544,92507257784,5.41489757,446300,35.8
Mozambique,Sub-Saharan Africa,2008,22994867,11494837053,4.91337392,786380,113.6
Myanmar,East Asia & Pacific,2008,51030006,NA,1.87462274,653310,87.2
Namibia,Sub-Saharan Africa,2008,2115703,8486721917,7.14986622,823290,60.1
Nauru,East Asia & Pacific,2008,10047,NA,16.44113877,20,39.7
Nepal,South Asia,2008,26325183,12545438605,6.43595472,143350,50.7
Netherlands,Europe & Central Asia,2008,16445593,936e9,9.57126055,33760,4.8
New Caledonia,East Asia & Pacific,2008,242e3,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2008,4259800,133e9,10.6984593,263310,6.4
Nicaragua,Latin America & Caribbean,2008,5594524,8491388729,6.98285453,120340,28.1
Niger,Sub-Saharan Africa,2008,15085130,5403363917,6.75786887,1266700,141.3
Nigeria,Sub-Saharan Africa,2008,151115683,208e9,3.99807623,910770,140.9
Northern Mariana Islands,East Asia & Pacific,2008,57343,NA,NA,460,NA
Norway,Europe & Central Asia,2008,4768212,462e9,8.4020757,365245,3.5
Oman,Middle East & North Africa,2008,2652281,60905331599,2.01221452,309500,11.9
Pakistan,South Asia,2008,163096985,17e10,3.2590847,770880,95.5
Palau,East Asia & Pacific,2008,20227,1981e5,9.0740546,460,20.7
Panama,Latin America & Caribbean,2008,3498679,245222e5,6.75011236,74340,21
Papua New Guinea,East Asia & Pacific,2008,6540267,8000074071,4.05603415,452860,69.7
Paraguay,Latin America & Caribbean,2008,6047131,18504130753,7.06394059,397300,25.7
Peru,Latin America & Caribbean,2008,28642048,122e9,4.72994861,128e4,23.2
Philippines,East Asia & Pacific,2008,90297115,174e9,4.04747517,298170,33.4
Poland,Europe & Central Asia,2008,38125759,53e10,6.87653481,306300,6.7
Portugal,Europe & Central Asia,2008,10558177,262e9,9.89868879,91470,4.1
Puerto Rico,Latin America & Caribbean,2008,3760866,93639316e3,NA,8870,NA
Qatar,Middle East & North Africa,2008,1388962,115e9,1.87470035,11610,9.5
Romania,Europe & Central Asia,2008,20537875,208e9,5.33489757,229900,16.1
Russian Federation,Europe & Central Asia,2008,142742350,166e10,6.22459761,16376870,13.5
Rwanda,Sub-Saharan Africa,2008,9750314,4796573531,7.66066411,24670,78.3
Samoa,East Asia & Pacific,2008,183440,619260721.6,4.51961091,2830,18.8
San Marino,Europe & Central Asia,2008,30160,1899879955,3.94560934,60,3.7
Sao Tome and Principe,Sub-Saharan Africa,2008,163595,189595284.4,5.66213472,960,61
Saudi Arabia,Middle East & North Africa,2008,26742842,52e10,2.87015066,2149690,18.1
Senegal,Sub-Saharan Africa,2008,12229703,13386345215,4.93514752,192530,75.8
Serbia,Europe & Central Asia,2008,7350222,49259526053,10.04801464,87460,8
Seychelles,Sub-Saharan Africa,2008,86956,967199594,2.6367745,460,14.2
Sierra Leone,Sub-Saharan Africa,2008,5521838,2505458705,10.29246346,72180,179.1
Singapore,East Asia & Pacific,2008,4839396,192e9,3.91164646,700,2.8
Sint Maarten (Dutch part),Latin America & Caribbean,2008,40458,NA,NA,34,NA
Slovak Republic,Europe & Central Asia,2008,5379233,1e11,8.0208281,48100,8.9
Slovenia,Europe & Central Asia,2008,2021316,55589863776,8.46557039,20140,3.6
Solomon Islands,East Asia & Pacific,2008,503410,608292551.5,5.97100604,27990,33.1
Somalia,Sub-Saharan Africa,2008,9132589,NA,NA,627340,168.5
South Africa,Sub-Saharan Africa,2008,49296222.56,287e9,7.74694468,1213090,68.4
South Sudan,Sub-Saharan Africa,2008,9208598,15550136279,NA,NA,120
Spain,Europe & Central Asia,2008,45954106,163e10,8.80496468,498800,5
Sri Lanka,South Asia,2008,19817e3,40713812310,3.44475072,62710,11.8
St. Kitts and Nevis,Latin America & Caribbean,2008,51093,734660333.3,5.91390479,260,13.5
St. Lucia,Latin America & Caribbean,2008,172729,1194493407,7.43456753,610,16.6
St. Martin (French part),Latin America & Caribbean,2008,29376,NA,NA,54.4,NA
St. Vincent and the Grenadines,Latin America & Caribbean,2008,109165,695428851.9,4.69654243,390,21.4
Sudan,Sub-Saharan Africa,2008,34470138,54526580232,8.16712987,2376e3,84.7
Suriname,Latin America & Caribbean,2008,506657,3532969035,5.92226887,156e3,26.4
Swaziland,Sub-Saharan Africa,2008,1153750,3019779209,8.19474448,17200,113.8
Sweden,Europe & Central Asia,2008,9219637,514e9,9.22835422,410340,3.2
Switzerland,Europe & Central Asia,2008,7647675,552e9,10.2889506,39516,4.7
Syrian Arab Republic,Middle East & North Africa,2008,20097057,NA,3.39762749,183640,16.5
Tajikistan,Europe & Central Asia,2008,7254072,5161298559,5.58479823,139960,56.2
Tanzania,Sub-Saharan Africa,2008,42844744,27368386358,4.21458618,885800,73.7
Thailand,East Asia & Pacific,2008,66453255,291e9,5.66074957,510890,15.6
Timor-Leste,East Asia & Pacific,2008,1030630,694e6,0.73921941,14870,70.2
Togo,Sub-Saharan Africa,2008,6052937,3163416242,5.73187263,54390,96.4
Tonga,East Asia & Pacific,2008,102816,340041546.5,5.12973873,720,17
Trinidad and Tobago,Latin America & Caribbean,2008,1315372,27870257894,4.3981753,5130,24.9
Tunisia,Middle East & North Africa,2008,10328900,44856586316,5.6286516,155360,19.4
Turkey,Europe & Central Asia,2008,70344357,73e10,6.07447864,769630,22.2
Turkmenistan,Europe & Central Asia,2008,4917541,19271523179,1.9252072,469930,63.9
Turks and Caicos Islands,Latin America & Caribbean,2008,29481,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2008,9788,30290219.76,13.42532962,30,33.6
Uganda,Sub-Saharan Africa,2008,31014427,14239026630,9.10394727,199810,85.9
Ukraine,Europe & Central Asia,2008,46258200,18e10,6.63441822,579320,12.9
United Arab Emirates,Middle East & North Africa,2008,6900142,315e9,2.92853487,83600,9.1
United Kingdom,Europe & Central Asia,2008,61806995,279e10,8.85089693,241930,5.6
United States,North America,2008,304093966,147e11,16.02261006,9147420,7.7
Uruguay,Latin America & Caribbean,2008,3350832,30366213118,8.17280036,175020,13
Uzbekistan,Europe & Central Asia,2008,27302800,27934030937,5.92163254,425400,49.2
Vanuatu,East Asia & Pacific,2008,225335,607958616.1,3.66361488,12190,28.2
"Venezuela, RB",Latin America & Caribbean,2008,28116716,316e9,3.98047064,882050,17.1
Vietnam,East Asia & Pacific,2008,85118700,99130304099,5.52834177,310070,26.2
Virgin Islands (U.S.),Latin America & Caribbean,2008,107091,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2008,3596688,66735e5,NA,6020,24.7
"Yemen, Rep.",Middle East & North Africa,2008,22322699,30397203369,5.11744651,527970,61
Zambia,Sub-Saharan Africa,2008,13114579,17910858638,4.8719934,743390,93.1
Zimbabwe,Sub-Saharan Africa,2008,13495462,4415702800,4.95530438,386850,95.4
Afghanistan,South Asia,2009,27207291,12486943506,9.41897064,652860,107.6
Albania,Europe & Central Asia,2009,2927519,12044212904,5.79133946,27400,17.3
Algeria,Middle East & North Africa,2009,35401790,137e9,5.35942501,2381740,28.3
American Samoa,East Asia & Pacific,2009,56226,NA,NA,200,NA
Andorra,Europe & Central Asia,2009,85474,3649863493,6.75968963,470,3.4
Angola,Sub-Saharan Africa,2009,20520103,75492384801,4.37177378,1246700,187.3
Antigua and Barbuda,Latin America & Caribbean,2009,86300,1206410370,4.86206202,440,10.4
Argentina,Latin America & Caribbean,2009,40798641,377e9,7.63475841,2736690,15
Armenia,Europe & Central Asia,2009,2966108,8647936748,4.54532341,28470,19
Aruba,Latin America & Caribbean,2009,101416,2498932961,NA,180,NA
Australia,East Asia & Pacific,2009,21691700,927e9,9.04605596,7682300,5
Austria,Europe & Central Asia,2009,8343323,398e9,11.19443731,82571,4.5
Azerbaijan,Europe & Central Asia,2009,8947243,44291490421,5.85024048,82622,41
"Bahamas, The",Latin America & Caribbean,2009,354780,782042e4,7.4319201,10010,14.2
Bahrain,Middle East & North Africa,2009,1196774,22938218085,3.786504,760,8.8
Bangladesh,South Asia,2009,149905836,102e9,2.90958368,130170,52.6
Barbados,Latin America & Caribbean,2009,278466,4602e6,6.21396814,430,15.1
Belarus,Europe & Central Asia,2009,9507e3,49208656976,6.08504113,202820,6.6
Belgium,Europe & Central Asia,2009,10796493,485e9,10.39434014,30280,4.6
Belize,Latin America & Caribbean,2009,313925,1336957250,5.80764478,22810,19.5
Benin,Sub-Saharan Africa,2009,9240982,7097198712,4.46430984,112760,113.9
Bermuda,North America,2009,65636,5806378e3,NA,50,NA
Bhutan,South Asia,2009,707830,1264758198,6.02784218,38117,45.1
Bolivia,Latin America & Caribbean,2009,9758799,17339992165,5.76173626,1083300,49.3
Bosnia and Herzegovina,Europe & Central Asia,2009,3837732,17600630727,9.64051655,51200,7.8
Botswana,Sub-Saharan Africa,2009,2007212,10267128733,6.38817073,566730,57.3
Brazil,Latin America & Caribbean,2009,196701298,167e10,8.64909707,8358140,17.2
British Virgin Islands,Latin America & Caribbean,2009,26450,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2009,387080,10732366286,2.84871691,5270,9.1
Bulgaria,Europe & Central Asia,2009,7444443,51783454184,6.77819389,108560,13.3
Burkina Faso,Sub-Saharan Africa,2009,15165856,8369175126,7.40543097,273600,121.4
Burundi,Sub-Saharan Africa,2009,9137786,1739781489,6.96418727,25680,103.5
Cabo Verde,Sub-Saharan Africa,2009,486673,1711817182,4.24249163,4030,28.1
Cambodia,East Asia & Pacific,2009,14144337,10401851851,6.35516894,176520,47.3
Cameroon,Sub-Saharan Africa,2009,20074522,23381142147,5.06998858,472710,109
Canada,North America,2009,33628571,137e10,11.17309256,9093510,5.7
Cayman Islands,Latin America & Caribbean,2009,54285,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2009,4361492,1981728141,3.57683853,622980,154.2
Chad,Sub-Saharan Africa,2009,11510535,9253484290,3.30677754,1259200,164
Channel Islands,Europe & Central Asia,2009,158613,NA,NA,194,NA
Chile,Latin America & Caribbean,2009,16829957,172e9,7.39252832,743532,8.8
China,East Asia & Pacific,2009,133126e4,506e10,5.07535532,9388211,17
Colombia,Latin America & Caribbean,2009,45416276,234e9,7.01240715,1109500,19.1
Comoros,Sub-Saharan Africa,2009,681845,514788082.3,3.8159446,1861,88.5
"Congo, Dem. Rep.",Sub-Saharan Africa,2009,63845097,18262773821,5.6131874,2267050,120.1
"Congo, Rep.",Sub-Saharan Africa,2009,3950786,9593536531,2.26558576,341500,66.1
Costa Rica,Latin America & Caribbean,2009,4488261,29382694861,9.68658882,51060,10.2
Cote d'Ivoire,Sub-Saharan Africa,2009,19684909,24277493862,6.41352727,318e3,112.7
Croatia,Europe & Central Asia,2009,4429078,62703095751,8.17701771,55960,5.6
Cuba,Latin America & Caribbean,2009,11297442,620786e5,11.78167488,106440,6.2
Cyprus,Europe & Central Asia,2009,1090486,25593262401,7.40220132,9240,3.8
Czech Republic,Europe & Central Asia,2009,10443936,206e9,7.84539515,77250,4.3
Denmark,Europe & Central Asia,2009,5523095,32e10,11.47219769,42430,4.2
Djibouti,Middle East & North Africa,2009,820097,1049110685,8.37116146,23180,78.5
Dominica,Latin America & Caribbean,2009,70995,489259259.3,5.259277,750,17.9
Dominican Republic,Latin America & Caribbean,2009,9767737,48193458083,4.41085261,48320,34.3
Ecuador,Latin America & Caribbean,2009,14691310,62519686e3,5.57500385,248360,26
"Egypt, Arab Rep.",Middle East & North Africa,2009,80442443,189e9,5.0088987,995450,30.2
El Salvador,Latin America & Caribbean,2009,6021368,20661e6,6.83139755,20720,20.8
Equatorial Guinea,Sub-Saharan Africa,2009,707155,10219467607,5.32060059,28050,114.6
Eritrea,Sub-Saharan Africa,2009,4593549,1856695551,3.30193937,101e3,57.9
Estonia,Europe & Central Asia,2009,1334515,19652486802,6.93238582,42390,5.1
Ethiopia,Sub-Saharan Africa,2009,85302099,32437389116,4.40929621,1e6,80.8
Faroe Islands,Europe & Central Asia,2009,48613,2257097732,NA,1396,NA
Fiji,East Asia & Pacific,2009,851854,2870624636,4.25794871,18270,24
Finland,Europe & Central Asia,2009,5338871,251e9,9.20360107,303900,3.2
France,Europe & Central Asia,2009,64707044,269e10,11.28059369,547557,4.3
French Polynesia,East Asia & Pacific,2009,265412,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2009,1507428,12065138273,3.42794074,257670,66.1
"Gambia, The",Sub-Saharan Africa,2009,1638899,900639747.9,5.84983434,10120,84.3
Georgia,Europe & Central Asia,2009,3978e3,10766809099,10.19421933,69490,17.9
Germany,Europe & Central Asia,2009,81902307,342e10,11.40325491,348610,4.3
Ghana,Sub-Saharan Africa,2009,23713164,25977847814,5.17304409,227540,77.4
Gibraltar,Europe & Central Asia,2009,30407,NA,NA,10,NA
Greece,Europe & Central Asia,2009,11107017,33e10,9.76326668,128900,4.8
Greenland,Europe & Central Asia,2009,56323,2314737667,NA,410450,NA
Grenada,Latin America & Caribbean,2009,104298,771278111.1,6.24465331,340,13.4
Guam,East Asia & Pacific,2009,158621,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2009,14418033,37733609939,6.78776437,107160,35.7
Guinea,Sub-Saharan Africa,2009,10715770,4609923756,3.84851388,245720,116.3
Guinea-Bissau,Sub-Saharan Africa,2009,1596832,825796952.7,6.80645346,28120,121.6
Guyana,Latin America & Caribbean,2009,750749,2025565089,7.32019596,196850,41.7
Haiti,Latin America & Caribbean,2009,9852953,6584649419,6.6786433,27560,81.2
Honduras,Latin America & Caribbean,2009,7383098,14587496229,8.84061142,111890,25.4
"Hong Kong SAR, China",East Asia & Pacific,2009,6972800,214e9,NA,1050,NA
Hungary,Europe & Central Asia,2009,10022650,13e10,7.54933377,90530,6.8
Iceland,Europe & Central Asia,2009,318499,12855269884,9.12074545,100250,2.5
India,South Asia,2009,1214182182,137e10,4.37573742,2973190,62.7
Indonesia,East Asia & Pacific,2009,238465165,54e10,2.82545945,1811570,34.7
"Iran, Islamic Rep.",Middle East & North Africa,2009,73370982,399e9,7.63154127,1628550,20.2
Iraq,Middle East & North Africa,2009,29970634,112e9,4.64971686,434320,37.5
Ireland,Europe & Central Asia,2009,4535375,235e9,9.53009384,68890,4.3
Isle of Man,Europe & Central Asia,2009,83548,5047757848,NA,570,NA
Israel,Middle East & North Africa,2009,7485600,208e9,7.45871596,21640,4.7
Italy,Europe & Central Asia,2009,59095365,219e10,9.41489657,294140,4.1
Jamaica,Latin America & Caribbean,2009,2681386,12037473161,5.15809611,10830,18.5
Japan,East Asia & Pacific,2009,128047e3,504e10,9.51396085,364500,3.3
Jordan,Middle East & North Africa,2009,6266865,23818322958,9.54302829,88780,21.5
