name,region,year,POP,GDP,HEX,LAN,MOR
Marshall Islands,East Asia & Pacific,2002,52161,124735071.9,17.44297261,180,41.1
Mauritania,Sub-Saharan Africa,2002,2884672,1324426607,5.31066019,1030700,112.9
Mauritius,Sub-Saharan Africa,2002,1204621,4767303154,4.23599832,2030,16.1
Mexico,Latin America & Caribbean,2002,105578297,742e9,5.5210778,1943950,22.6
"Micronesia, Fed. Sts.",East Asia & Pacific,2002,106983,241543400,8.01953064,700,51.6
Moldova,Europe & Central Asia,2002,3623062,1661818168,8.31253703,32880,25.4
Monaco,Europe & Central Asia,2002,32648,2905973022,3.39151509,2,4.8
Mongolia,East Asia & Pacific,2002,2443503,1396555772,5.81219045,1553560,54.3
Montenegro,Europe & Central Asia,2002,609828,1284504508,8.33151401,13450,12.6
Morocco,Middle East & North Africa,2002,29535591,42236836821,5.30833933,446300,45.8
Mozambique,Sub-Saharan Africa,2002,19348715,5031510909,6.44871089,786380,154.5
Myanmar,East Asia & Pacific,2002,48689952,NA,2.05040164,653540,77.5
Namibia,Sub-Saharan Africa,2002,1957749,3361251198,6.16746382,823290,75.8
Nauru,East Asia & Pacific,2002,10073,NA,15.56524263,20,39.5
Nepal,South Asia,2002,24516969,6050875807,5.60111826,143350,71.5
Netherlands,Europe & Central Asia,2002,16148929,465e9,8.34457362,33760,5.9
New Caledonia,East Asia & Pacific,2002,221490,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2002,3948500,66628222189,7.8905146,263310,7
Nicaragua,Latin America & Caribbean,2002,5171736,5224213018,5.71455164,120340,36.4
Niger,Sub-Saharan Africa,2002,12075991,2170481509,6.55041776,1266700,207
Nigeria,Sub-Saharan Africa,2002,129246283,59116868251,2.43166603,910770,175.6
Northern Mariana Islands,East Asia & Pacific,2002,68499,NA,NA,460,NA
Norway,Europe & Central Asia,2002,4538159,195e9,9.61619197,365245,4.5
Oman,Middle East & North Africa,2002,2323203,20142782835,3.18048539,309500,14.6
Pakistan,South Asia,2002,144271586,72306820396,2.76317772,770880,107.5
Palau,East Asia & Pacific,2002,19575,1635e5,8.41396898,460,25.1
Panama,Latin America & Caribbean,2002,3144728,12994218400,8.0293993,74340,24.8
Papua New Guinea,East Asia & Pacific,2002,5653284,2999542369,7.68937382,452860,77
Paraguay,Latin America & Caribbean,2002,5508615,6325151760,6.77142556,397300,31.5
Peru,Latin America & Caribbean,2002,26601463,54436633340,4.93871106,128e4,33.3
Philippines,East Asia & Pacific,2002,81294378,81357602950,2.79116169,298170,38.1
Poland,Europe & Central Asia,2002,38230364,199e9,6.32075444,306290,8.4
Portugal,Europe & Central Asia,2002,10419631,134e9,9.15465809,91500,6.1
Puerto Rico,Latin America & Caribbean,2002,3823701,72546194e3,NA,8870,NA
Qatar,Middle East & North Africa,2002,634388,19363736264,2.71181463,11610,11.5
Romania,Europe & Central Asia,2002,21730496,46174557556,4.57232682,229870,24.9
Russian Federation,Europe & Central Asia,2002,145306046,345e9,5.98934673,16380940,20.7
Rwanda,Sub-Saharan Africa,2002,8539029,1677447003,4.17579115,24670,154.7
Samoa,East Asia & Pacific,2002,176592,288078881.4,5.01272806,2830,20.4
San Marino,Europe & Central Asia,2002,28142,879957209.9,4.67493655,60,4.9
Sao Tome and Principe,Sub-Saharan Africa,2002,143085,80531992.12,10.2099232,960,81.5
Saudi Arabia,Middle East & North Africa,2002,22668102,189e9,4.28214226,2149690,21.3
Senegal,Sub-Saharan Africa,2002,10389457,5333862371,5.06418774,192530,120.7
Serbia,Europe & Central Asia,2002,7496522,16116843146,8.09016738,87460,11.6
Seychelles,Sub-Saharan Africa,2002,83700,697518248.2,4.20887554,460,14.3
Sierra Leone,Sub-Saharan Africa,2002,4422154,1239004288,11.96043347,72180,223.9
Singapore,East Asia & Pacific,2002,4175950,91941192896,2.84341036,675,3.4
Sint Maarten (Dutch part),Latin America & Caribbean,2002,32566,NA,NA,34,NA
Slovak Republic,Europe & Central Asia,2002,5376912,35083608131,5.62930119,48100,10.9
Slovenia,Europe & Central Asia,2002,1994530,23563581047,8.62002958,20140,5
Solomon Islands,East Asia & Pacific,2002,434893,341663056,6.09018055,27990,32.8
Somalia,Sub-Saharan Africa,2002,7827203,NA,NA,627340,174.4
South Africa,Sub-Saharan Africa,2002,45448096.07,115e9,8.08571189,1213090,78.1
South Sudan,Sub-Saharan Africa,2002,7233237,NA,NA,NA,163.8
Spain,Europe & Central Asia,2002,41431558,705e9,7.25041069,499040,6.2
Sri Lanka,South Asia,2002,18939e3,16536535647,3.88774826,62710,15.4
St. Kitts and Nevis,Latin America & Caribbean,2002,46935,480825603.4,4.85158469,260,17.1
St. Lucia,Latin America & Caribbean,2002,160218,746048893.3,6.32567716,610,17.4
St. Martin (French part),Latin America & Caribbean,2002,27450,NA,NA,54.4,NA
St. Vincent and the Grenadines,Latin America & Caribbean,2002,108150,461883444.4,3.93148728,390,22
Sudan,Sub-Saharan Africa,2002,29569978,14803189093,2.94690725,2376e3,100.2
Suriname,Latin America & Caribbean,2002,486271,1078402128,7.1421666,156e3,32.1
Swaziland,Sub-Saharan Africa,2002,1082195,1224226095,5.15565081,17200,133.1
Sweden,Europe & Central Asia,2002,8924958,264e9,9.22815647,410340,4
Switzerland,Europe & Central Asia,2002,7284753,301e9,10.60657136,39522,5.5
Syrian Arab Republic,Middle East & North Africa,2002,16997521,21582248882,4.9424633,183780,21.4
Tajikistan,Europe & Central Asia,2002,6406518,1221113795,4.47985599,139960,80.4
Tanzania,Sub-Saharan Africa,2002,35855480,10805599893,3.5897047,885800,114.7
Thailand,East Asia & Pacific,2002,64136669,134e9,4.68076464,510890,20.5
Timor-Leste,East Asia & Pacific,2002,894837,444e6,3.88859344,14870,99.1
Togo,Sub-Saharan Africa,2002,5142419,1474630207,4.0672205,54390,114.4
Tonga,East Asia & Pacific,2002,99005,181801931.5,5.02974129,720,17
Trinidad and Tobago,Latin America & Caribbean,2002,1277840,9008273721,4.99769053,5130,28.3
Tunisia,Middle East & North Africa,2002,9748900,23142294436,5.31933929,155360,27.8
Turkey,Europe & Central Asia,2002,65125766,233e9,5.35671343,769630,34.4
Turkmenistan,Europe & Central Asia,2002,4600172,4462028989,3.3377542,469930,76.9
Turks and Caicos Islands,Latin America & Caribbean,2002,21740,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2002,9530,15451309.04,14.5805306,30,39.8
Uganda,Sub-Saharan Africa,2002,25355794,6178563591,7.7826596199999996,199810,132.8
Ukraine,Europe & Central Asia,2002,48202500,42392896031,6.25127679,579340,16.7
United Arab Emirates,Middle East & North Africa,2002,3394060,11e10,2.71758304,83600,10.6
United Kingdom,Europe & Central Asia,2002,59370479,168e10,7.56801541,241930,6.3
United States,North America,2002,287625193,11e12,14.54940527,9161920,8.2
Uruguay,Latin America & Caribbean,2002,3327770,13606494599,7.17898084,175020,15.8
Uzbekistan,Europe & Central Asia,2002,25271850,9687951055,5.43685001,425400,59.6
Vanuatu,East Asia & Pacific,2002,193957,262603781.8,3.52286849,12190,27.9
"Venezuela, RB",Latin America & Caribbean,2002,25399143,92889586976,4.93143968,882050,20.4
Vietnam,East Asia & Pacific,2002,79537700,37947904054,4.69805786,310550,31.4
Virgin Islands (U.S.),Latin America & Caribbean,2002,108208,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2002,3075373,35558e5,NA,6020,28.2
"Yemen, Rep.",Middle East & North Africa,2002,18832097,10693278292,4.2192872,527970,85.9
Zambia,Sub-Saharan Africa,2002,11139978,4193845678,6.92776191,743390,142.9
Zimbabwe,Sub-Saharan Africa,2002,12691431,6342116400,6.53175852,386850,105.1
Afghanistan,South Asia,2003,22507368,4583648922,8.81605343,652860,126.8
Albania,Europe & Central Asia,2003,3039616,5746945913,6.26700723,27400,22.5
Algeria,Middle East & North Africa,2003,32394886,67863829705,3.60102674,2381740,36.5
American Samoa,East Asia & Pacific,2003,59117,NA,NA,200,NA
Andorra,Europe & Central Asia,2003,74783,2373836214,5.74503291,470,4.1
Angola,Sub-Saharan Africa,2003,16691395,14188949191,4.40528442,1246700,209.2
Antigua and Barbuda,Latin America & Caribbean,2003,80904,839996370.4,4.53434099,440,13.5
Argentina,Latin America & Caribbean,2003,38309475,128e9,8.21606274,2736690,18.6
Armenia,Europe & Central Asia,2003,3036420,2807061009,5.56388068,28470,25.9
Aruba,Latin America & Caribbean,2003,97015,2021301676,NA,180,NA
Australia,East Asia & Pacific,2003,19895400,466e9,8.31845119,7682300,6
Austria,Europe & Central Asia,2003,8121423,261e9,10.48033992,82580,5.2
Azerbaijan,Europe & Central Asia,2003,8234100,7275766111,6.56328804,82652,59.3
"Bahamas, The",Latin America & Caribbean,2003,315757,6949317e3,5.6180021,10010,15.4
Bahrain,Middle East & North Africa,2003,761595,11074822074,3.73972896,720,11.5
Bangladesh,South Asia,2003,138600174,60158929188,2.51003846,130170,74.8
Barbados,Latin America & Caribbean,2003,272261,3275e6,5.81503159,430,16.8
Belarus,Europe & Central Asia,2003,9797e3,17825436035,6.58928033,202830,10.9
Belgium,Europe & Central Asia,2003,10376133,319e9,9.30359795,30280,5.2
Belize,Latin America & Caribbean,2003,269132,99035e4,4.5348229,22810,22.8
Benin,Sub-Saharan Africa,2003,7665681,3905366188,4.63066141,112760,133.1
Bermuda,North America,2003,63325,4186525e3,NA,50,NA
Bhutan,South Asia,2003,616474,622026107.8,4.9041054,39800,66.4
Bolivia,Latin America & Caribbean,2003,8810420,8082364868,5.30411075,1083300,68.5
Bosnia and Herzegovina,Europe & Central Asia,2003,3817313,8370020196,7.9408288,51200,8.2
Botswana,Sub-Saharan Africa,2003,1810438,7511582173,4.64786115,566730,78.1
Brazil,Latin America & Caribbean,2003,183627339,558e9,6.94296392,8358140,25.4
British Virgin Islands,Latin America & Caribbean,2003,22e3,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2003,349557,6557333085,3.09075683,5270,9.1
Bulgaria,Europe & Central Asia,2003,7823557,21074775206,7.43475437,108770,18.1
Burkina Faso,Sub-Saharan Africa,2003,12651596,4205691222,5.60978869,273600,173.1
Burundi,Sub-Saharan Africa,2003,7401215,784654423.6,5.24840706,25680,138.3
Cabo Verde,Sub-Saharan Africa,2003,462675,813963830.2,4.99736722,4030,28.5
Cambodia,East Asia & Pacific,2003,12901217,4658246907,6.74284618,176520,78.8
Cameroon,Sub-Saharan Africa,2003,17218591,13621738837,4.97339975,472710,134.7
Canada,North America,2003,31676e3,892e9,9.54031491,9093510,6.1
Cayman Islands,Latin America & Caribbean,2003,46032,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2003,3923294,1139754799,4.30920674,622980,170.3
Chad,Sub-Saharan Africa,2003,9353516,2736666516,5.49054134,1259200,181.9
Channel Islands,Europe & Central Asia,2003,152034,7332244898,NA,194,NA
Chile,Latin America & Caribbean,2003,15729268,77840186385,7.33944363,743532,9.5
China,East Asia & Pacific,2003,12884e5,165e10,4.82123292,9388212.7,28.9
Colombia,Latin America & Caribbean,2003,42152147,94684582573,5.92269295,1109500,22.9
Comoros,Sub-Saharan Africa,2003,589500,317562269.4,3.64985651,1861,100.4
"Congo, Dem. Rep.",Sub-Saharan Africa,2003,52602208,8937567060,3.20376686,2267050,147.8
"Congo, Rep.",Sub-Saharan Africa,2003,3331564,3495868725,2.61050747,341500,109.8
Costa Rica,Latin America & Caribbean,2003,4125970,17517536016,8.44923734,51060,11
Cote d'Ivoire,Sub-Saharan Africa,2003,17491539,15306602560,4.65208666,318e3,136.3
Croatia,Europe & Central Asia,2003,444e4,34658113497,6.34665765,55910,7.4
Cuba,Latin America & Caribbean,2003,11214837,359015e5,6.31477793,106400,7.4
Cyprus,Europe & Central Asia,2003,998150,14445240091,6.83046446,9240,5.4
Czech Republic,Europe & Central Asia,2003,10193998,99300329682,7.13181689,77270,5.7
Denmark,Europe & Central Asia,2003,5390574,218e9,9.50939145,42430,5.3
Djibouti,Middle East & North Africa,2003,756656,622044665.5,6.2210856,23180,93.5
Dominica,Latin America & Caribbean,2003,70058,350091216,4.58840093,750,15.1
Dominican Republic,Latin America & Caribbean,2003,8967759,21277171990,5.53403296,48320,38.3
Ecuador,Latin America & Caribbean,2003,13289600,32432859e3,6.46381498,248360,30.9
"Egypt, Arab Rep.",Middle East & North Africa,2003,72247626,82924503943,5.41204355,995450,39.2
El Salvador,Latin America & Caribbean,2003,5900929,150467e5,7.60620874,20720,27.5
Equatorial Guinea,Sub-Saharan Africa,2003,586772,2484745935,2.22972919,28050,139.6
Eritrea,Sub-Saharan Africa,2003,3928408,870247703.2,3.50246439,101e3,76.5
Estonia,Europe & Central Asia,2003,1370720,9833875339,4.91867721,42390,8.6
Ethiopia,Sub-Saharan Africa,2003,72432290,8623691300,4.63536942,1e6,124.8
Faroe Islands,Europe & Central Asia,2003,47812,1486861879,NA,1396,NA
Fiji,East Asia & Pacific,2003,816626,2315935753,3.35233567,18270,23.7
Finland,Europe & Central Asia,2003,5213014,171e9,8.15119542,304590,4
France,Europe & Central Asia,2003,62244884,185e10,10.42832417,547566,4.9
French Polynesia,East Asia & Pacific,2003,248536,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2003,1318093,6497305662,3.47902086,257670,80.8
"Gambia, The",Sub-Saharan Africa,2003,1350345,487038821.6,4.21918804,10120,106
Georgia,Europe & Central Asia,2003,4301e3,3991374549,8.48522551,69490,28.9
Germany,Europe & Central Asia,2003,82534176,251e10,10.61578862,348810,5
Ghana,Sub-Saharan Africa,2003,20305396,7632406553,3.12389313,227540,91.3
Gibraltar,Europe & Central Asia,2003,28290,NA,NA,10,NA
Greece,Europe & Central Asia,2003,10928070,202e9,8.60848417,128900,6.3
Greenland,Europe & Central Asia,2003,56765,1402452662,NA,410450,NA
Grenada,Latin America & Caribbean,2003,102371,591018407.4,5.89385798,340,14.9
Guam,East Asia & Pacific,2003,157823,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2003,12573346,21917430474,6.88412953,107160,44.8
Guinea,Sub-Saharan Africa,2003,9281572,3446442219,3.44611461,245720,149
Guinea-Bissau,Sub-Saharan Africa,2003,1401716,476388249.3,5.61914548,28120,159
Guyana,Latin America & Caribbean,2003,742537,741929342.8,5.96831608,196850,44
Haiti,Latin America & Caribbean,2003,8976555,2960306121,5.31704135,27560,95.1
Honduras,Latin America & Caribbean,2003,6626304,8140271081,8.29433272,111890,32.7
"Hong Kong SAR, China",East Asia & Pacific,2003,6730800,161e9,NA,1050,NA
Hungary,Europe & Central Asia,2003,10129552,84998508738,8.42191484,89620,9.2
Iceland,Europe & Central Asia,2003,289521,11297018603,10.07437408,100250,3.4
India,South Asia,2003,1108369577,618e9,4.29653759,2973190,81
Indonesia,East Asia & Pacific,2003,220307809,235e9,2.53372429,1811570,45.4
"Iran, Islamic Rep.",Middle East & North Africa,2003,68522074,154e9,5.41582194,1628550,29
Iraq,Middle East & North Africa,2003,25630426,NA,4.36364226,437370,42.3
Ireland,Europe & Central Asia,2003,3996521,165e9,7.04763499,68890,6.1
Isle of Man,Europe & Central Asia,2003,78975,2264911807,NA,570,NA
Israel,Middle East & North Africa,2003,6689700,127e9,7.43618123,21640,6.1
Italy,Europe & Central Asia,2003,57313203,157e10,8.17185036,294140,4.7
Jamaica,Latin America & Caribbean,2003,2624695,9399452788,4.55821974,10830,20.4
Japan,East Asia & Pacific,2003,127718e3,43e11,7.99594428,364500,4
Jordan,Middle East & North Africa,2003,5042538,10193023676,9.15453269,88240,25.5
Kazakhstan,Europe & Central Asia,2003,14909018,30833692831,3.69562808,2699700,36.8
Kenya,Sub-Saharan Africa,2003,33551079,14904517650,4.44734056,569140,95.4
Kiribati,East Asia & Pacific,2003,88892,90148518.06,9.97939239,810,65.7
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2003,23449173,NA,NA,120410,38.7
"Korea, Rep.",East Asia & Pacific,2003,47859311,681e9,4.92542518,96800,6.4
Kosovo,Europe & Central Asia,2003,1703466,3355083117,NA,10887,NA
Kuwait,Middle East & North Africa,2003,2095993,47875838926,3.22905642,17820,12.1
Kyrgyz Republic,Europe & Central Asia,2003,5043300,1919012781,5.42793328,191800,42.5
Lao PDR,East Asia & Pacific,2003,5579003,2023324407,4.91118515,230800,105.1
Latvia,Europe & Central Asia,2003,2287955,11734856721,6.15252413,62196,14.3
Lebanon,Middle East & North Africa,2003,3701464,20082918740,9.3023934,10230,16.4
Lesotho,Sub-Saharan Africa,2003,1898778,969167237.3,7.1297893,30360,122
Liberia,Sub-Saharan Africa,2003,3124222,416e6,3.43834059,96320,145.9
Libya,Middle East & North Africa,2003,5609166,26265625e3,4.06371504,1759540,25.5
Liechtenstein,Europe & Central Asia,2003,34290,3070803439,NA,160,NA
Lithuania,Europe & Central Asia,2003,3415213,18802576988,6.45979375,62680,10.5
Luxembourg,Europe & Central Asia,2003,451630,29206884876,7.66728887,2590,4.1
"Macao SAR, China",East Asia & Pacific,2003,450754,8194995761,NA,27,NA
"Macedonia, FYR",Europe & Central Asia,2003,2033974,4946292775,9.17089411,25430,14.2
Madagascar,Sub-Saharan Africa,2003,17245275,5474030080,4.81306658,581540,91.5
Malawi,Sub-Saharan Africa,2003,12090476,3209167240,6.34731849,94280,135.2
Malaysia,East Asia & Pacific,2003,24869423,11e10,3.95394002,328550,8.5
Maldives,South Asia,2003,304e3,1043403344,5.89706416,300,29.9
Mali,Sub-Saharan Africa,2003,12088867,4703504466,6.25006856,1220190,191.8
Malta,Middle East & North Africa,2003,398582,5119621569,8.05680621,320,7.2
Marshall Islands,East Asia & Pacific,2003,52115,126887585.5,16.86879662,180,40.7
Mauritania,Sub-Saharan Africa,2003,2974686,1563074860,4.52840343,1030700,112.4
Mauritius,Sub-Saharan Africa,2003,1213370,5609836355,4.14728086,2030,15.6
Mexico,Latin America & Caribbean,2003,106888418,713e9,6.02185177,1943950,21.4
"Micronesia, Fed. Sts.",East Asia & Pacific,2003,106816,244991e3,9.69052452,700,50.2
Moldova,Europe & Central Asia,2003,3612874,1980901554,8.23547436,32870,23
Monaco,Europe & Central Asia,2003,32960,3588988601,3.9340387,2,4.7
Mongolia,East Asia & Pacific,2003,2469045,1595297301,6.17936733,1553560,50.4
Montenegro,Europe & Central Asia,2003,612267,1707662613,8.91132279,13450,11.9
Morocco,Middle East & North Africa,2003,29812685,52064058834,5.25177742,446300,43.9
Mozambique,Sub-Saharan Africa,2003,19928496,5597367853,6.3923101,786380,147.1
Myanmar,East Asia & Pacific,2003,49151958,NA,1.96630795,653540,75.2
Namibia,Sub-Saharan Africa,2003,1980531,4931312147,6.52403029,823290,75.2
Nauru,East Asia & Pacific,2003,10096,NA,14.40901784,20,39
Nepal,South Asia,2003,24868900,6330476435,5.48432085,143350,67.4
Netherlands,Europe & Central Asia,2003,16225302,572e9,8.45717558,33760,5.7
New Caledonia,East Asia & Pacific,2003,225e3,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2003,4027200,88250885550,7.71206749,263310,6.9
Nicaragua,Latin America & Caribbean,2003,5240876,5322454926,6.11615628,120340,34.7
Niger,Sub-Saharan Africa,2003,12526725,2731416346,6.23256935,1266700,195.7
Nigeria,Sub-Saharan Africa,2003,132581484,67655840108,4.04693455,910770,169.9
Northern Mariana Islands,East Asia & Pacific,2003,67562,NA,NA,460,NA
Norway,Europe & Central Asia,2003,4564855,229e9,9.85260059,365245,4.4
Oman,Middle East & North Africa,2003,2385075,21633810143,3.17288586,309500,13.8
Pakistan,South Asia,2003,147251530,83244801093,2.60877636,770880,105.3
Palau,East Asia & Pacific,2003,19700,1599e5,8.47729758,460,24.4
Panama,Latin America & Caribbean,2003,3202511,13693884200,7.60445984,74340,24.1
Papua New Guinea,East Asia & Pacific,2003,5795571,3536459111,6.7923104500000004,452860,76.1
Paraguay,Latin America & Caribbean,2003,5607948,6588103836,5.98546934,397300,30.4
Peru,Latin America & Caribbean,2003,26937737,59030590739,4.5988428,128e4,31.1
Philippines,East Asia & Pacific,2003,82971734,83908206456,3.24713196,298170,37.3
Poland,Europe & Central Asia,2003,38204570,218e9,6.2217914,306240,8.1
Portugal,Europe & Central Asia,2003,10458821,165e9,9.54101957,91500,5.6
Puerto Rico,Latin America & Caribbean,2003,3826095,75833996e3,NA,8870,NA
Qatar,Middle East & North Africa,2003,668165,23533791209,4.14216222,11610,11.1
Romania,Europe & Central Asia,2003,21574326,59867801205,5.29882356,229950,23.7
Russian Federation,Europe & Central Asia,2003,144648257,43e10,5.60863706,16380980,19.3
Rwanda,Sub-Saharan Africa,2003,8686469,1845979351,6.34215334,24670,139.4
Samoa,East Asia & Pacific,2003,177677,338838639.4,4.70708479,2830,20
